"longitude","latitude","housingMedianAge","totalRooms","totalBedrooms","population","households","medianIncome","medianHouseValue"
-121.99,38.35,45,1778,339,839,319,2.4659,102900
-123.37,39.43,32,2780,470,1281,479,3.588,96000
-117.79,34.02,5,18690,2862,9427,2777,6.4266,315600
-118.38,34.16,31,2197,501,944,474,3.7312,319400
-117.71,33.63,16,1565,274,950,280,5.8399,220600
-122.56,38.06,19,15622,2721,6109,2615,5.0965,295300
-122.36,37.93,44,1891,449,1047,432,1.7727,86100
-118.18,34.06,27,2025,565,2189,577,2.6083,148600
-118.22,34.06,52,48,6,41,10,10.2264,112500
-121.59,39.78,18,945,205,385,207,2.1838,58000
-122.41,37.8,52,3697,837,1446,711,5.866,500001
-121.3,38.66,28,3391,550,1546,553,4.2188,139200
-118.12,33.94,33,2394,576,1166,548,2.7317,264700
-118.27,34.13,46,1613,396,966,416,2.9392,230300
-117.81,33.75,25,2365,471,1197,458,3.7031,227800
-121.47,38.54,47,2085,464,1346,402,1.2679,56700
-121.7,37.91,17,1962,291,825,267,4.8958,187100
-119.97,38.94,26,1485,334,406,180,1.9667,84600
-121.8,37.35,17,2529,423,1756,429,5.1017,240700
-117.76,33.86,14,3666,442,1400,433,10.1316,500001
-117.05,32.68,19,1469,275,1010,292,3.5664,150400
-121.93,37.54,25,1354,192,596,220,6.629,352400
-118.35,34.07,46,1651,410,512,397,4.0179,350000
-117.87,33.84,25,1928,414,961,385,4.0724,231400
-117.24,32.79,18,2539,616,964,526,3.4306,275000
-117.83,33.79,29,1454,236,724,262,4.8542,218100
-121.98,37.36,32,1199,229,814,238,4.6719,252100
-117.39,33.93,26,3014,494,1832,485,4.8333,127900
-117.78,33.71,4,974,232,428,203,4.6141,195400
-122.79,39.08,23,952,200,321,128,1.5208,89000
-118.9,34.41,35,4431,739,2304,720,4.2599,209100
-121.87,37.22,17,2825,365,1052,345,8.0595,485000
-115.62,33.04,20,1121,244,766,230,2.2969,62000
-122.85,38.46,22,3328,550,1309,512,4.7105,266200
-118.02,33.77,34,2115,352,1253,338,5.1507,207500
-122.03,37.62,32,2964,547,1472,527,4.2468,221200
-118.33,34.11,37,2330,434,846,457,8.2335,430200
-118.01,34.55,2,2701,530,1368,430,4.071,137400
-118.39,33.71,18,1193,233,475,228,7.5594,500001
-122.44,37.8,52,3830,1142,1310,963,3.4801,500001
-120.07,37.34,16,1667,372,762,283,1.75,87500
-121.04,39.19,17,856,167,518,170,3.5859,144300
-120.48,37.31,42,2361,512,1684,511,2.355,75600
-117.42,34.08,28,2300,419,1312,444,3.4844,127700
-117.95,35.08,1,83,15,32,15,4.875,141700
-122.5,37.75,44,1739,343,872,330,2.9632,286300
-121.44,38.64,18,1756,442,837,320,1.125,70500
-121.03,37.69,6,2607,557,1266,475,3.4632,137700
-117.13,32.58,32,1870,437,1142,426,2.3194,159400
-121.03,37.33,27,1333,230,730,229,3.06,106000
-117.41,34.11,12,6758,1550,3204,1279,2.5181,105500
-118.47,34.23,22,8350,2717,9135,2452,2.5008,160000
-117.11,32.82,17,1787,330,1341,314,2.875,112500
-118.49,34.24,35,2707,446,1224,445,5.2939,244200
-121.02,37.7,16,3476,650,2126,665,3.3438,125400
-118.37,33.88,44,1325,245,669,253,4.4211,324000
-122.08,37.64,30,5267,1253,4065,1113,3.3479,182100
-122.42,37.8,52,2797,685,1156,651,4.3472,500001
-118.04,33.97,29,2376,700,1968,680,2.6082,162500
-118.4,34.14,45,417,89,187,88,5.1377,360700
-118.15,33.91,35,1590,350,1299,335,4.0313,163200
-117.59,33.66,4,1318,218,673,225,6.0722,260800
-122.08,37.94,44,2185,357,943,366,4.725,232100
-122.22,37.77,52,391,128,520,138,1.6471,95000
-117.76,33.72,14,3011,388,1359,371,7.9739,368700
-118.35,34.17,42,1604,326,814,329,4.4408,216000
-121.96,37.76,8,3865,463,1548,432,9.7037,425100
-121.56,39.51,47,1064,245,603,190,1.3654,57900
-122.54,37.91,48,2924,489,1159,505,5.6302,489000
-119.32,36.33,18,2603,478,1158,423,4.5938,150500
-117.04,34.04,30,3474,735,1674,691,2.5863,98300
-118.27,34.07,38,1270,556,1692,450,1.87,170800
-118.36,34.15,41,3545,698,1221,651,4.3,500001
-118.34,35.27,10,2939,605,1167,446,2.3917,79000
-118.25,33.9,38,1201,223,733,206,3.3804,105800
-118.05,34.17,45,2535,455,1036,437,5.0482,388900
-121.91,37.28,29,5650,817,2098,813,6.4285,337300
-117.11,32.73,34,1096,221,574,223,3.8355,126700
-118.32,33.93,34,1536,273,804,287,4.9615,157800
-117.27,33.77,16,2876,576,1859,545,2.0878,101300
-118.46,35.12,16,4084,812,2033,668,3.2405,85500
-117.62,34.08,30,1372,235,1047,225,3.1597,116300
-117.89,34.09,37,1055,280,538,206,2.4167,181300
-117.69,33.58,5,6678,1011,2877,982,7.5177,330000
-121.48,38.59,52,1186,341,1038,320,1.6116,70500
-119.7,36.8,34,1768,303,888,314,3.8088,87700
-122.12,37.68,40,1553,253,724,267,4.38,196400
-121.44,38.58,42,2334,435,892,446,3.0208,148800
-121.06,40.23,23,1127,225,215,85,3.4844,143800
-122.47,37.76,52,2941,783,1545,726,2.9899,406500
-118.16,34.12,38,2231,489,940,484,5.4165,435100
-121.96,37.55,4,3746,993,1606,838,4.1387,162500
-117.17,32.74,39,3803,806,1567,775,3.7039,361500
-119.88,36.85,8,2580,372,1111,393,7.5,256200
-120.84,37.47,11,2285,499,1468,471,2.7857,110300
-122.29,37.86,52,1665,404,815,372,1.9946,156900
-121.26,38.67,18,1830,313,905,361,4.2273,141800
-118.29,34.16,35,1257,318,764,319,3.2083,238000
-116.96,33.62,8,1003,167,388,140,4.2917,221900
-117.94,34.04,36,1431,354,1367,334,3.5592,160200
-122.43,37.77,52,1567,482,654,425,2.6914,366700
-121.42,38.57,38,1878,338,710,342,3.7731,161400
-118.15,34.1,36,3514,818,2277,828,3.1211,229300
-122.44,37.7,6,3523,664,1705,608,4.9318,258100
-116.99,33.2,17,2980,539,1531,505,3.1553,250000
-122.07,37.58,16,1644,251,1033,267,6.5116,244300
-116.94,34.4,20,6541,1401,2631,980,2.1339,78500
-121.81,37.31,15,1794,366,1533,371,5.7843,209900
-118.3,33.99,47,2212,533,1903,554,1.9853,101100
-122.3,37.81,52,572,109,274,82,1.8516,85000
-117.52,33.88,21,722,178,770,165,2.5656,102500
-118.13,34.04,36,1938,364,1118,374,3.5833,227300
-118.75,34.28,22,3844,537,1665,492,6.2059,239900
-119.77,36.44,26,1727,289,802,259,3.2083,75000
-120.41,34.87,15,1534,251,761,240,4.9028,193600
-118.26,33.94,45,1080,218,850,237,2.25,93400
-117.13,32.7,35,365,98,463,112,2.5588,78800
-118.27,33.98,45,1696,424,1502,429,1.3042,99200
-118.31,33.79,38,1601,352,711,304,3.3958,250000
-117.95,33.86,36,2038,343,1066,346,5.197,195700
-117.9,34.14,29,2240,457,1187,407,3.8365,184200
-118.27,34.12,50,2037,440,1089,417,3.575,230600
-117.57,34.07,4,2152,580,1083,441,3.1458,118800
-117.97,33.79,33,3268,641,1704,591,3.6849,211400
-122.12,37.89,30,3227,733,1260,684,4.125,257100
-119.79,36.85,11,2596,619,1765,539,1.9511,54000
-118.3,34.01,35,1147,290,818,281,1.7961,111700
-118.3,33.99,44,1458,326,1159,283,1.1645,98200
-120.98,37.57,27,925,176,449,168,2.6406,129700
-118.43,34.18,22,2052,568,1254,572,2.6364,271100
-117.18,32.76,52,2023,301,649,285,4.7396,441700
-119.93,35.2,29,1649,342,671,264,3.0602,69800
-122.13,37.68,43,1676,340,924,328,3.6,179400
-120.42,38.42,18,2912,663,999,411,2.7344,91900
-121.76,37.67,6,3023,518,1225,468,6.3705,350000
-117.88,33.71,20,1738,509,1403,411,3.1742,245000
-116.01,33.41,20,1996,515,659,295,2.8684,62800
-120.47,35.74,9,4267,785,2065,691,3.7303,162700
-118.04,33.97,34,1759,431,1282,391,3.0491,158200
-118.82,34.15,9,655,110,222,109,7.8528,337500
-118.26,34.06,33,1950,1047,3707,1012,1.7238,110000
-120.63,35.59,9,5782,1184,3026,1130,2.6528,113500
-121.31,38,35,2097,351,977,358,4.3958,108400
-118.46,34.17,24,2814,675,1463,620,4.1875,309300
-122.18,37.46,40,2529,293,831,258,15.0001,500001
-117.47,33.91,21,3491,760,1920,669,2.2241,127300
-122.22,38.11,43,1939,353,968,392,3.1848,112700
-118.33,34.19,46,2115,463,1133,439,3.7344,222000
-123.25,38.54,27,3658,764,1278,518,3.3536,157500
-118.03,34.1,38,2301,416,1079,398,4.4236,233600
-117.62,34.07,16,6009,1599,5110,1389,2.5677,128900
-117.13,32.75,23,3999,1182,2051,1130,2.1292,135000
-117.31,34.13,36,1076,283,773,224,2.6307,66400
-122.86,39.08,24,3127,674,1015,448,2.0417,78800
-121.46,38.56,52,1878,393,722,381,3.3348,122800
-117.5,34,15,1929,317,1237,316,4.4063,128500
-121.43,37.74,52,994,258,623,264,1.725,111500
-117.66,33.63,16,3299,610,1967,604,5.5085,223300
-117.05,32.58,22,2101,399,1551,371,4.1518,136900
-118.04,33.93,36,1726,332,1293,310,4.3849,144100
-123.81,39.34,17,1981,371,773,325,3.1563,277000
-117.66,34.06,24,4043,952,2174,859,2.2244,114900
-117.06,34.87,14,3348,619,1756,557,3.5987,91400
-117.89,33.9,16,1426,216,652,226,6.5284,288700
-117.57,33.87,33,2076,517,1374,480,2.2197,138200
-118.67,34.28,21,4059,598,2133,634,5.6949,235300
-121.96,37.24,26,3032,605,1208,562,5.4683,430900
-117.62,33.43,23,4052,955,1950,859,4.0647,240600
-117.17,32.69,45,3168,598,1341,562,4.5189,422200
-117.95,33.79,34,2912,520,1625,501,4.4667,190600
-118.46,34.16,28,2795,622,1173,545,4.4423,280400
-122.32,37.56,26,2339,704,1283,654,3.162,415000
-121.32,39.43,18,1860,409,741,349,1.8672,84700
-122.35,37.57,52,2059,345,800,308,4.97,500001
-121.42,38.7,10,2562,460,1478,433,4.0625,96200
-117.8,33.76,27,2655,345,1017,335,6.9014,366800
-121.33,38.28,14,980,171,659,183,4.4306,170100
-118.17,34.18,38,1280,231,828,237,4.375,166700
-117.92,33.74,13,4620,1265,3385,1109,3.1773,186500
-121.6,39.8,10,1742,307,721,312,2.4537,117900
-122.32,37.97,33,1156,190,643,209,4.5,156600
-117.95,33.92,32,1661,312,1201,302,4,178200
-118.03,34.11,34,2837,460,1344,458,6.5722,437400
-121.62,39.12,35,2787,587,1431,601,2.5469,65900
-121,37.62,28,1153,420,1043,357,1.0801,75000
-122.13,37.67,40,1748,318,914,317,3.8676,184000
-122.27,37.74,28,6909,1554,2974,1484,3.6875,353900
-117.13,32.94,15,4846,825,2797,823,4.9375,180400
-118.15,34.05,33,3287,649,1783,653,3.8472,293300
-118.39,34.06,52,1213,194,503,194,8.0095,500001
-122.06,37.33,29,1945,269,826,275,8.248,498800
-117.11,32.67,43,515,146,445,140,1.6094,93000
-123.08,40.4,10,365,102,140,49,1.7969,37500
-118.21,33.8,41,1251,279,1053,278,3.2778,150800
-118.97,37.64,14,2284,622,342,137,3.0921,87500
-119.9,36.2,43,187,38,106,40,1.875,137500
-119.81,36.76,52,1792,352,1049,357,2.4375,57100
-118.03,33.71,26,1483,251,738,235,6,271400
-121.32,38.21,27,2643,467,1455,444,3.6398,146700
-122.23,37.81,52,2814,365,878,352,7.508,348700
-121.18,41.31,22,2124,432,829,313,2.4519,57500
-118.19,33.84,44,2731,577,1396,555,4.1771,219100
-121.09,38.03,21,2064,342,1021,359,4.517,152200
-119.03,35.42,45,1628,352,754,334,2.5703,62400
-118.96,34.18,16,3137,462,1384,436,6.1306,258200
-117.97,33.77,25,1295,417,856,342,2.7157,350000
-122.49,37.68,34,3718,676,2510,632,5.3311,270800
-122.28,37.86,41,2214,550,1213,568,2.2845,153100
-122,37.58,6,4405,717,2071,688,5.8151,295600
-118.48,34.26,36,1770,296,938,304,5.749,238000
-117.03,32.97,16,3936,694,1935,659,4.5625,231200
-118.04,33.95,36,1976,368,1236,355,4.615,174000
-118.32,34.02,52,2511,587,1660,546,2.6098,127100
-122.58,37.98,52,1180,216,467,197,4.9615,292200
-118.41,34.03,36,3053,635,1234,577,5.1637,500001
-121.46,38.64,20,1517,323,1287,328,1.6607,67000
-122.34,37.52,34,3559,560,1747,550,6.6959,411200
-122.45,38.28,20,3306,503,1374,460,5.7984,297600
-122.21,37.78,52,1056,224,792,245,2.6583,142600
-122.14,37.72,45,1397,253,555,248,2.983,202700
-119.25,34.3,34,1189,220,445,203,4.8824,396400
-122.24,40.19,29,1912,336,859,325,3.7,70500
-121.55,38.5,9,4868,738,2036,750,5.7621,204600
-115.52,32.97,24,1617,366,1416,401,1.975,66400
-118.14,33.77,52,2208,409,791,408,5.8408,5e+05
-118.06,34.13,40,4307,918,1769,845,3.6341,391500
-118.35,34.06,52,1368,322,617,303,5.3819,440900
-121.83,38.45,32,2139,440,1154,411,3.2672,107500
-121.37,38.63,30,5996,1018,2532,1049,4.6127,151800
-117.12,33.14,16,1710,272,1025,267,4.1641,163600
-119.24,35.68,21,1885,398,1539,388,2.5208,58500
-121.29,38.13,31,1008,212,453,195,2.3917,113500
-122.25,37.87,52,609,236,1349,250,1.1696,500001
-121.74,36.92,14,3355,695,1350,697,2.6506,164600
-118.38,34.06,31,4345,1158,1987,1070,2.8233,310000
-119.42,35.19,26,890,172,483,170,4.15,68200
-117.71,34.06,27,2127,628,1970,534,1.4722,91300
-117.88,33.89,16,959,176,353,185,4.5,173300
-118.41,34.19,37,1993,425,939,400,2.8021,224600
-119.31,36.62,25,831,230,947,244,1.4481,51700
-118.07,33.99,35,1625,302,1134,288,4.5595,164900
-121.9,37.28,34,4613,749,2050,725,5.3922,302900
-118.25,34.03,52,1274,418,1655,368,2.1905,124000
-117.97,33.75,32,1564,270,973,290,3.75,190400
-118.1,33.74,37,997,262,531,282,4.7773,4e+05
-117.26,34.16,31,3538,658,1715,663,3.7125,98000
-118.12,34.07,43,1050,252,820,244,2.025,215600
-117.59,33.61,3,2993,429,991,390,10.0765,378200
-118.08,34.01,33,1091,233,890,226,2.7679,176400
-120.27,34.72,14,1289,277,693,237,3.2569,230800
-122.26,38.11,52,1560,353,670,287,1.7411,98400
-117.86,33.63,17,3095,551,1175,534,5.3099,500001
-120.02,39.24,32,1347,444,825,303,1.8269,225000
-122.1,37.68,38,1779,413,1061,400,3.0962,180900
-117.06,32.68,41,2665,515,1664,512,2.375,113500
-121.83,37.21,14,2714,361,1259,375,7.7738,387500
-121.06,39.25,17,3127,539,1390,520,3.9537,172800
-120.09,34.62,18,2708,382,988,359,5.5194,367000
-121.62,39.12,26,1405,204,627,215,4.2188,94200
-117.89,33.84,35,3315,744,2425,687,3.5521,182800
-117.18,34.54,5,3772,619,2097,635,3.8194,98500
-122.4,37.71,47,1649,328,1183,356,3.3625,223700
-122.47,37.76,52,2680,740,1587,713,2.5933,359600
-121.81,38,37,2724,579,1400,540,2.905,97300
-117.9,34.13,5,1126,316,819,311,1.5,139800
-117.13,32.72,19,1341,435,1048,360,1.975,117900
-118.21,33.93,41,619,138,636,145,2.5083,118100
-117.22,34.12,30,2512,597,1390,523,2.3725,77200
-119.01,35.28,10,7011,1453,4163,1307,2.7659,77500
-117.87,33.72,39,3167,669,2789,619,3.5902,165900
-117.28,33.2,20,4835,854,2983,834,4.3428,152100
-121.9,38.72,38,575,107,259,109,3.75,187500
-118.31,33.73,52,1642,287,692,288,4.1812,321500
-122.49,37.67,35,5275,903,2892,842,4.6771,266400
-122.38,37.34,33,1054,209,400,161,7.7773,456300
-117.28,34.12,47,2456,611,1653,512,1.3973,66100
-121.45,38.53,38,1746,388,1142,315,1.7714,69900
-118.43,34.42,13,3600,580,1799,576,6.2971,218300
-117.26,33.18,9,4540,793,2235,746,4.5781,225600
-117.32,34.24,29,1290,263,323,113,1.9265,103300
-121.39,38.69,38,300,47,154,51,4.0909,108300
-119.02,35.33,26,3691,826,2072,827,2.1553,84700
-121.87,37.21,18,1080,122,382,121,9.08,500001
-122.48,37.59,29,5889,959,2784,923,5.3991,273000
-119.28,36.52,19,1402,324,1327,316,2.25,53200
-121.97,38.34,11,1500,319,899,304,4.5568,127200
-118.23,34.07,35,1335,440,1586,445,1.9722,156300
-121.88,37.99,16,3787,515,1606,507,5.5676,174200
-118.32,34.09,27,210,98,332,112,2.5556,175000
-117.93,34.09,37,1185,225,769,235,4.4625,154200
-119.72,34.47,34,3262,533,1265,502,5.8411,381800
-122.72,38.43,31,2020,476,1408,437,2.5735,131100
-118.24,33.91,36,1446,316,1286,314,2.7083,103600
-117.05,32.69,21,991,210,695,203,3.625,144300
-122.35,40.68,36,1822,449,930,399,1.3801,56600
-122.45,37.73,52,2035,424,1193,430,5.0634,264200
-118.17,34.61,7,2465,336,978,332,7.1381,292200
-117.18,32.84,30,2290,523,1272,472,3.5606,165100
-117.99,33.66,29,1330,293,613,236,4.6591,353100
-118.35,33.98,33,1884,477,1518,449,3.1194,152800
-120.08,37.06,18,402,76,213,71,1.9063,95800
-122.14,37.84,24,2131,343,874,373,5.6349,355600
-120.99,37.62,37,2014,505,1787,515,1.5515,54100
-118.31,33.94,40,1917,438,1021,383,2.2448,175000
-120.59,38.45,13,2944,558,1091,466,3,119000
-118.18,33.98,36,903,266,1068,251,3.0398,165400
-121.33,38.64,27,2203,493,1158,492,2.4342,119500
-117.35,33.68,10,516,107,282,96,4.2788,125000
-119.05,34.19,39,143,36,113,33,2.8942,275000
-119.29,36.34,28,1440,431,2178,440,1.2634,50600
-122.4,38.53,24,1741,289,564,231,3.6118,248400
-117.89,33.76,34,1050,210,723,201,4.8,192700
-119.34,36.22,38,2708,460,1260,455,3.0905,78200
-118.44,34.07,35,1973,332,1257,296,8.9565,500001
-117.09,32.67,37,1157,332,983,306,2.0972,117000
-116.22,33.73,38,1695,352,1279,305,2.1217,68500
-116.95,33.79,8,10997,2205,5060,1949,2.1979,95300
-120.01,38.91,17,2732,609,1005,499,1.9851,86700
-117.76,33.71,14,4321,582,2025,578,8.3634,355100
-117.89,33.9,23,1533,226,693,230,7.898,258200
-122.51,37.76,43,2345,624,1439,614,2.8448,268900
-119.14,34.17,16,1593,353,836,357,2.726,67500
-119.06,34.36,52,1239,320,934,298,1.8618,183300
-122.22,37.44,32,4281,501,1318,484,15.0001,500001
-117.34,34.08,33,4924,1007,3502,953,3.233,99400
-118.18,33.92,32,2035,519,2282,480,3.2734,136400
-122.4,37.6,30,5351,1134,2558,1074,3.5817,369300
-117.05,32.71,25,3292,608,2266,592,3.2986,119200
-118.23,33.92,24,1555,406,1665,361,1.6437,98800
-117.93,33.84,23,2870,653,1680,598,3.2301,189900
-121.09,38.97,13,1467,221,688,231,5.2536,191900
-122.2,37.77,43,2430,502,1537,484,2.898,121400
-118.07,33.99,39,552,151,807,168,3.25,153300
-118.42,34.27,33,1209,341,1097,283,1.6295,134300
-118.34,34.12,41,3257,679,1237,638,4.2415,409600
-122.23,37.79,40,930,199,564,184,1.3281,113300
-118.33,33.93,37,1831,356,925,338,4.4091,148400
-118.19,33.94,45,1403,315,1111,311,3.3846,168100
-121.55,37.37,39,759,141,252,106,3.6964,262500
-121.26,38.66,8,1145,241,447,216,4.0781,124300
-120.84,38.77,11,1013,188,410,158,4.825,184600
-120.45,34.65,25,980,276,896,245,2,87500
-119.34,36.23,12,4965,872,2191,804,3.5611,90200
-117.1,32.96,7,3619,770,1134,482,4.1279,167600
-121.3,37.95,9,674,242,575,193,2.2024,45000
-117.13,32.69,36,1469,400,1271,340,1.043,90100
-122.36,37.94,26,1540,343,1007,338,1.3365,72900
-118.19,33.78,8,992,393,694,331,2.5544,162500
-117.85,33.88,14,4753,681,2138,678,7.3658,288500
-119.8,36.82,24,5377,1005,2010,982,3.4542,121200
-118,34.15,43,2583,633,1544,617,2.5417,178300
-122.37,41.41,28,1729,419,929,370,1.27,53100
-114.65,34.89,17,2556,587,1005,401,1.6991,69100
-117.01,34.01,15,5592,891,2419,840,4.7193,135200
-119.67,36.89,15,2373,364,1280,386,5.308,167500
-118.06,34.03,36,21,7,21,9,2.375,175000
-118.29,33.91,31,2025,618,2231,593,2.4741,151200
-122.36,37.54,23,6184,747,2165,700,10.1675,500001
-118.03,34.08,42,1597,373,1311,352,2.9688,162800
-121.96,38.33,3,7985,1257,3664,1215,4.976,158300
-117.73,34.01,36,2340,392,1213,388,4.125,213000
-118.75,34.26,26,1767,265,1040,250,5.4787,198100
-118.39,34.01,25,1101,285,543,294,2.3571,340600
-117.91,33.64,29,1652,310,832,326,4.8098,325400
-121.27,37.97,39,1023,243,550,224,1.1141,54400
-121.3,38.74,41,4374,1039,2387,959,2.3611,87900
-122.41,37.62,49,1464,302,636,259,4.25,284100
-118.02,33.96,36,2002,361,913,311,4.5446,244700
-117.98,34.08,17,3640,830,3537,807,3.4784,152200
-116.99,33.77,7,10352,2007,3559,1689,2.2925,113100
-118.12,33.98,44,932,179,717,180,3.6875,178100
-118.26,34.07,28,579,184,673,202,2.625,187500
-118.45,34.05,23,4099,1287,2103,1217,3.7549,275000
-118.12,33.81,36,1774,299,784,298,5.0447,249200
-121.93,37.3,16,1111,226,317,199,2.7153,233300
-120.42,37.95,19,2787,578,1208,532,2.4922,98700
-117.16,32.72,24,1232,663,1184,626,1.0391,162500
-118.16,34.02,41,1256,391,1511,381,1.7981,166000
-117.38,33.98,52,2274,571,1167,504,2.0284,101600
-118.22,34.11,36,2870,529,1371,565,5.2083,220900
-120.57,35.11,18,2920,556,1068,552,3.5242,156800
-122.41,37.79,52,3302,869,1178,727,3.3681,500001
-118.47,33.99,34,1875,501,1491,526,2.8417,321400
-118.29,33.95,40,2808,695,2357,627,1.9655,102300
-119,35.39,42,2839,516,1203,487,3.7708,79400
-118.99,35.32,35,1576,405,870,282,1.6575,59500
-119.76,36.79,26,3654,837,1976,830,2.1544,72800
-118.3,33.87,27,3144,722,1510,680,3.1597,214700
-120.58,38.77,21,1661,406,789,319,2.3583,108700
-121.95,37.74,19,1127,170,518,167,6.3325,250000
-118.16,33.88,18,2287,662,1804,537,1.9903,170300
-121.81,37.41,25,2496,351,1034,367,7.0544,320700
-122.53,37.93,37,1722,352,648,337,4.125,310300
-118.28,34.08,42,1618,522,1454,440,3.1607,182000
-115.5,32.68,18,3631,913,3565,924,1.5931,88400
-121.01,37.72,23,1373,264,677,245,2.5486,161100
-121.63,39.15,16,1547,418,940,400,1.5613,72500
-120.22,36.49,14,1508,347,1679,345,2.4786,56000
-122.23,38.15,33,1253,238,753,236,1.756,86400
-120.67,35.63,8,2690,410,1085,381,4.2841,256700
-118.41,34.14,33,778,143,258,130,5.738,497600
-119.02,35.3,10,7397,1369,4611,1310,3.6369,81600
-120.71,35.27,9,2568,421,1149,398,5.4287,331600
-122.47,38.51,18,2487,516,980,503,3.5506,187500
-122.28,37.53,15,5417,1199,2593,1098,4.8047,438000
-118.13,33.86,45,1866,343,919,344,3.5833,200200
-118.54,34.23,29,1753,342,1318,333,4.125,241400
-119.79,36.55,32,1393,276,999,245,2.0216,76800
-118.16,33.78,33,2048,585,2074,597,2.0156,152700
-117.14,32.96,12,5949,799,2936,781,6.3721,241500
-118.63,34.17,33,4769,787,2019,743,5.5798,338200
-120.99,39.13,14,770,116,285,116,3.6434,155400
-122.27,37.85,40,751,184,409,166,1.3578,147500
-118.21,34.1,40,1684,316,795,330,5.2723,218300
-117.9,34.12,33,1788,456,1787,361,2.6629,124100
-117.76,33.53,24,2105,346,712,332,10.6349,500001
-117.23,32.85,25,4229,601,1634,574,6.3955,316700
-118.38,34.27,8,3248,847,2608,731,2.8214,158300
-121.96,37.32,11,1711,493,1094,543,3.73,227700
-117.45,33.91,29,2320,422,1358,415,3.7333,121400
-116.72,34.89,14,4527,875,1640,590,2.8594,81700
-120.27,37.11,18,1277,234,674,238,2.6694,75900
-118.75,34.17,16,2950,387,1228,379,5.3749,346100
-122.16,37.74,46,1029,181,567,211,3.4844,129500
-118.93,34.82,8,508,111,229,84,4.0332,128300
-118.37,34.06,52,843,160,333,151,4.5192,446000
-122.12,37.38,34,1443,218,504,200,8.4709,500001
-118.12,33.96,38,1301,264,877,275,4.625,191300
-118.21,33.9,35,2420,579,2010,540,2.0817,104600
-117.19,34.06,37,1467,348,1316,339,1.448,72800
-117.65,35,36,1184,316,672,241,1.9107,39800
-122.37,37.95,32,1298,363,716,268,0.9797,76400
-118.37,33.82,39,2794,444,1319,441,5.878,387800
-121.95,37.34,25,5236,1320,2529,1213,3.1702,256100
-119.33,36.32,19,2778,431,1092,451,5.2561,121300
-121.89,37.32,43,1105,241,982,206,2.1149,184900
-121.56,39.13,17,2277,608,1607,562,1.5085,69700
-119.2,35.37,6,7383,1095,3415,1059,5.3119,157300
-122.08,37.84,17,1320,159,1722,141,11.7064,500001
-117.94,33.81,33,1891,334,932,343,4.2759,238000
-117.1,32.73,24,2927,704,2005,668,2.2375,102900
-117.98,33.84,35,984,179,661,199,5.0747,189600
-121,37.64,19,121,41,658,41,0.9573,162500
-117.26,33.02,9,4632,759,1724,685,6.3712,369800
-118.38,34.04,45,767,130,254,118,6.2895,340400
-121.43,38.56,41,1105,227,443,210,3.1827,131700
-118.19,34.07,42,1555,337,1152,348,3.375,169600
-120.97,37.68,9,1114,172,529,174,4.7159,163700
-117.04,32.6,18,4747,846,3002,872,3.9076,152900
-122.28,37.85,52,2246,472,1005,449,2.4167,152700
-120.8,37.61,30,918,154,469,139,3.9688,175000
